Year,Month,ParentSKU,Net Sales calculated
2019,4,F0214,1186732
2019,4,F0215,1837370
2019,4,F0216,1187673
2019,4,F0217,873798
2019,4,F0218,705104
2019,4,F0232,789305
2019,4,F0233,590417
2019,4,F0306,2350303
2019,4,F0307,1764349
2019,4,F0311,1954923
2019,4,F0319,1264842
2019,4,F0320,742997
2019,4,F0321,871533
2019,4,F0328,1258433
2019,4,F0365,776623
2019,4,F0367,1044471
2019,4,F0369,658866
2019,4,F0371,852266
2019,4,F0387,2585758
2019,4,F0469,2230024
2019,4,F0470,1478541
2019,4,T0270,319337
2019,5,F0033,3693262
2019,5,F0034,5892925
2019,5,F0089,5018944
2019,5,F0091,1686661
2019,5,F0094,2611527
2019,5,F0098,1799565
2019,5,F0099,3203749
2019,5,F0101,1072398
2019,5,F0112,522202
2019,5,F0113,605354
2019,5,F0140,296716
2019,5,F0147,835588
2019,5,F0167,1033255
2019,5,F0168,365191
2019,5,F0193,1109719
2019,5,F0194,1145796
2019,5,F0196,559569
2019,5,F0199,471574
2019,5,F0201,678205
2019,5,F0202,830515
2019,5,F0204,809757
2019,5,F0206,532557
2019,5,F0207,513523
2019,5,F0210,534854
2019,5,F0212,1544343
2019,5,F0214,1019096
2019,5,F0215,1905200
2019,5,F0216,1210741
2019,5,F0217,883056
2019,5,F0218,727061
2019,5,F0232,802063
2019,5,F0233,653464
2019,5,F0306,3311066
2019,5,F0307,2737525
2019,5,F0311,1623027
2019,5,F0319,1651230
2019,5,F0320,616295
2019,5,F0321,1120800
2019,5,F0328,1254606
2019,5,F0365,773831
2019,5,F0367,1218030
2019,5,F0369,760623
2019,5,F0371,1218079
2019,5,F0387,1634198
2019,5,F0469,2131893
2019,5,F0470,1457097
2019,5,T0270,1365854
2019,6,F0033,3180912
2019,6,F0034,4872869
2019,6,F0089,7757686
2019,6,F0091,2901655
2019,6,F0094,2689412
2019,6,F0098,2038153
2019,6,F0099,2923625
2019,6,F0101,1181929
2019,6,F0112,496775
2019,6,F0113,118541
2019,6,F0140,907972
2019,6,F0147,864904
2019,6,F0167,1074168
2019,6,F0168,361032
2019,6,F0193,1088200
2019,6,F0194,1259486
2019,6,F0196,546867
2019,6,F0199,549502
2019,6,F0201,680676
2019,6,F0202,955119
2019,6,F0204,767173
2019,6,F0206,249056
2019,6,F0207,516194
2019,6,F0210,545733
2019,6,F0212,1530821
2019,6,F0214,1038383
2019,6,F0215,1632721
2019,6,F0216,993737
2019,6,F0217,1062171
2019,6,F0218,780488
2019,6,F0232,845664
2019,6,F0233,566822
2019,6,F0306,3205151
2019,6,F0307,2159352
2019,6,F0311,2096984
2019,6,F0319,1593121
2019,6,F0320,858535
2019,6,F0321,1241695
2019,6,F0328,1325699
2019,6,F0365,682645
2019,6,F0367,1239168
2019,6,F0369,771280
2019,6,F0371,935314
2019,6,F0387,3340334
2019,6,F0469,2613690
2019,6,F0470,1803663
2019,6,T0270,2045174
2019,7,F0033,2916934
2019,7,F0034,3287765
2019,7,F0089,4031335
2019,7,F0091,2135700
2019,7,F0094,1854732
2019,7,F0098,1255319
2019,7,F0099,2290258
2019,7,F0101,726616
2019,7,F0112,373451
2019,7,F0113,732688
2019,7,F0140,431741
2019,7,F0147,699406
2019,7,F0167,923240
2019,7,F0168,283349
2019,7,F0193,1087948
2019,7,F0194,1145306
2019,7,F0196,357460
2019,7,F0199,455567
2019,7,F0201,563026
2019,7,F0202,806282
2019,7,F0204,772420
2019,7,F0206,382046
2019,7,F0207,488581
2019,7,F0210,401787
2019,7,F0212,1150850
2019,7,F0214,701177
2019,7,F0215,1236141
2019,7,F0216,1017058
2019,7,F0217,871233
2019,7,F0218,671601
2019,7,F0232,664366
2019,7,F0233,533532
2019,7,F0306,3067721
2019,7,F0307,2106885
2019,7,F0311,1848167
2019,7,F0319,1425158
2019,7,F0320,622562
2019,7,F0321,923860
2019,7,F0328,1230489
2019,7,F0365,713682
2019,7,F0367,1181622
2019,7,F0369,730147
2019,7,F0371,936314
2019,7,F0387,1500355
2019,7,F0469,1504724
2019,7,F0470,1175867
2019,7,F0607,1218052
2019,7,F0627,672382
2019,7,T0270,1340488
2019,8,F0033,2800331
2019,8,F0034,3679231
2019,8,F0089,5026095
2019,8,F0091,2624612
2019,8,F0094,2704066
2019,8,F0098,1836542
2019,8,F0099,3069451
2019,8,F0101,804663
2019,8,F0112,364296
2019,8,F0113,566897
2019,8,F0140,446890
2019,8,F0147,660611
2019,8,F0167,768522
2019,8,F0168,243258
2019,8,F0193,1284646
2019,8,F0194,1289580
2019,8,F0196,601070
2019,8,F0199,488321
2019,8,F0201,602589
2019,8,F0202,668829
2019,8,F0204,671707
2019,8,F0206,408669
2019,8,F0207,690702
2019,8,F0210,310313
2019,8,F0212,1197900
2019,8,F0214,1049674
2019,8,F0215,1213495
2019,8,F0216,889310
2019,8,F0217,741830
2019,8,F0218,770732
2019,8,F0232,755714
2019,8,F0233,575532
2019,8,F0306,2848867
2019,8,F0307,2010851
2019,8,F0311,1290194
2019,8,F0319,1327520
2019,8,F0320,593776
2019,8,F0321,892841
2019,8,F0328,1525688
2019,8,F0365,640332
2019,8,F0367,1106530
2019,8,F0369,771113
2019,8,F0371,874876
2019,8,F0387,1638448
2019,8,F0469,2709556
2019,8,F0470,2219501
2019,8,F0607,3169716
2019,8,F0627,868079
2019,8,T0270,1333305
2019,9,F0033,3388255
2019,9,F0034,3747139
2019,9,F0089,7976783
2019,9,F0091,2801261
2019,9,F0094,2755841
2019,9,F0098,2131048
2019,9,F0099,2893286
2019,9,F0101,871757
2019,9,F0112,327122
2019,9,F0113,650081
2019,9,F0140,420398
2019,9,F0147,725579
2019,9,F0167,892351
2019,9,F0168,236252
2019,9,F0193,1983629
2019,9,F0194,1205171
2019,9,F0196,572529
2019,9,F0199,423226
2019,9,F0201,608801
2019,9,F0202,792498
2019,9,F0204,675808
2019,9,F0206,441371
2019,9,F0207,674137
2019,9,F0210,531830
2019,9,F0212,1138175
2019,9,F0214,893374
2019,9,F0215,1340816
2019,9,F0216,1101083
2019,9,F0217,727023
2019,9,F0218,774304
2019,9,F0232,733431
2019,9,F0233,479021
2019,9,F0306,2495642
2019,9,F0307,1780064
2019,9,F0311,1879500
2019,9,F0319,1307323
2019,9,F0320,899028
2019,9,F0321,972176
2019,9,F0328,1503093
2019,9,F0365,565920
2019,9,F0367,1254052
2019,9,F0369,866030
2019,9,F0371,954280
2019,9,F0387,2343521
2019,9,F0469,1119467
2019,9,F0470,813518
2019,9,F0607,1997290
2019,9,F0627,1009749
2019,9,T0270,1366233
2019,10,F0033,3541157
2019,10,F0034,3946102
2019,10,F0089,3461679
2019,10,F0091,1901290
2019,10,F0094,2492229
2019,10,F0098,2237307
2019,10,F0099,4013598
2019,10,F0101,1144286
2019,10,F0112,310248
2019,10,F0113,523216
2019,10,F0140,124292
2019,10,F0147,754349
2019,10,F0167,804818
2019,10,F0168,297235
2019,10,F0193,3382383
2019,10,F0194,1115244
2019,10,F0196,690132
2019,10,F0199,364417
2019,10,F0201,434581
2019,10,F0202,648018
2019,10,F0204,667190
2019,10,F0206,375037
2019,10,F0207,347468
2019,10,F0210,411462
2019,10,F0212,826089
2019,10,F0214,1033541
2019,10,F0215,1113218
2019,10,F0216,774679
2019,10,F0217,835277
2019,10,F0218,693243
2019,10,F0232,694449
2019,10,F0233,431232
2019,10,F0306,2651206
2019,10,F0307,2398993
2019,10,F0311,2068367
2019,10,F0319,468640
2019,10,F0320,950757
2019,10,F0321,1050018
2019,10,F0328,1336609
2019,10,F0365,459212
2019,10,F0367,624959
2019,10,F0369,692288
2019,10,F0371,750984
2019,10,F0387,1921891
2019,10,F0469,2266457
2019,10,F0470,1881133
2019,10,F0607,730133
2019,10,F0627,730122
2019,10,T0270,895221
2019,11,F0033,4293300
2019,11,F0034,3880799
2019,11,F0089,7258112
2019,11,F0091,1172333
2019,11,F0094,2046183
2019,11,F0098,2123521
2019,11,F0099,3337024
2019,11,F0101,938904
2019,11,F0112,420547
2019,11,F0113,530741
2019,11,F0140,838782
2019,11,F0147,1131008
2019,11,F0167,656516
2019,11,F0168,230170
2019,11,F0193,3357360
2019,11,F0194,1050263
2019,11,F0196,704857
2019,11,F0199,437129
2019,11,F0201,442156
2019,11,F0202,999513
2019,11,F0204,506018
2019,11,F0206,389991
2019,11,F0207,367619
2019,11,F0210,575531
2019,11,F0212,1229022
2019,11,F0214,992191
2019,11,F0215,660295
2019,11,F0216,787379
2019,11,F0217,433629
2019,11,F0218,781730
2019,11,F0232,762660
2019,11,F0233,540089
2019,11,F0306,3313565
2019,11,F0307,2842220
2019,11,F0311,2888444
2019,11,F0319,1450076
2019,11,F0320,836327
2019,11,F0321,894002
2019,11,F0328,2112198
2019,11,F0365,702683
2019,11,F0367,1057859
2019,11,F0369,633280
2019,11,F0371,972683
2019,11,F0387,1883315
2019,11,F0469,2472119
2019,11,F0470,1703944
2019,11,F0607,1803014
2019,11,F0627,681608
2019,11,T0270,741789
2019,12,F0033,5015112
2019,12,F0034,6438824
2019,12,F0089,6882933
2019,12,F0091,1736063
2019,12,F0094,2015627
2019,12,F0098,2296948
2019,12,F0099,3792060
2019,12,F0101,1197719
2019,12,F0112,272045
2019,12,F0113,434174
2019,12,F0140,814432
2019,12,F0147,1558365
2019,12,F0167,830008
2019,12,F0168,208260
2019,12,F0193,3675552
2019,12,F0194,1279943
2019,12,F0196,815909
2019,12,F0199,432070
2019,12,F0201,601390
2019,12,F0202,793811
2019,12,F0204,1159039
2019,12,F0206,477391
2019,12,F0207,590766
2019,12,F0210,406448
2019,12,F0212,1417360
2019,12,F0214,1326510
2019,12,F0215,1756535
2019,12,F0216,1348459
2019,12,F0217,1176064
2019,12,F0218,783948
2019,12,F0232,773633
2019,12,F0233,473594
2019,12,F0306,3033268
2019,12,F0307,2303788
2019,12,F0311,2344905
2019,12,F0319,1259974
2019,12,F0320,567459
2019,12,F0321,1101151
2019,12,F0328,1573158
2019,12,F0365,501497
2019,12,F0367,896111
2019,12,F0369,855958
2019,12,F0371,284449
2019,12,F0387,1957771
2019,12,F0469,3386672
2019,12,F0470,2811040
2019,12,F0607,1456355
2019,12,F0627,693132
2019,12,F0641,6137567
2019,12,F0642,8036748
2019,12,F0643,2289262
2019,12,T0270,543997
2020,1,F0033,5536270
2020,1,F0034,5814858
2020,1,F0089,11218417
2020,1,F0091,2011144
2020,1,F0094,2110633
2020,1,F0098,1832833
2020,1,F0099,3418426
2020,1,F0101,1258475
2020,1,F0112,405249
2020,1,F0113,540697
2020,1,F0140,554274
2020,1,F0147,979565
2020,1,F0167,814805
2020,1,F0168,276113
2020,1,F0193,1613781
2020,1,F0194,1160835
2020,1,F0196,624168
2020,1,F0199,434890
2020,1,F0201,471510
2020,1,F0202,1140755
2020,1,F0204,805263
2020,1,F0206,469318
2020,1,F0207,523629
2020,1,F0210,528074
2020,1,F0212,1504016
2020,1,F0214,1277973
2020,1,F0215,1739246
2020,1,F0216,1376786
2020,1,F0217,1186829
2020,1,F0218,1014527
2020,1,F0232,850613
2020,1,F0233,622892
2020,1,F0306,3346404
2020,1,F0307,3050980
2020,1,F0311,2453026
2020,1,F0319,1738349
2020,1,F0320,1020102
2020,1,F0321,1294470
2020,1,F0328,1875682
2020,1,F0365,756761
2020,1,F0367,1282572
2020,1,F0369,689351
2020,1,F0371,1180273
2020,1,F0387,1647010
2020,1,F0469,3502300
2020,1,F0470,2571630
2020,1,F0607,1396885
2020,1,F0627,854247
2020,1,F0641,6610893
2020,1,F0642,7560754
2020,1,F0643,1524095
2020,1,T0270,746940
2020,2,F0033,6012847
2020,2,F0034,5959902
2020,2,F0089,6581853
2020,2,F0091,1254259
2020,2,F0094,2114650
2020,2,F0098,1838740
2020,2,F0099,3562163
2020,2,F0101,1271056
2020,2,F0112,306902
2020,2,F0113,505397
2020,2,F0140,555238
2020,2,F0147,1001201
2020,2,F0167,654293
2020,2,F0168,266140
2020,2,F0193,1514948
2020,2,F0194,1041805
2020,2,F0196,412412
2020,2,F0199,375324
2020,2,F0201,339890
2020,2,F0202,850852
2020,2,F0204,828530
2020,2,F0206,387117
2020,2,F0207,477404
2020,2,F0210,441373
2020,2,F0212,1217088
2020,2,F0214,933214
2020,2,F0215,1218714
2020,2,F0216,907892
2020,2,F0217,860088
2020,2,F0218,737158
2020,2,F0232,530094
2020,2,F0233,322569
2020,2,F0306,2852755
2020,2,F0307,1551979
2020,2,F0311,1993066
2020,2,F0319,970430
2020,2,F0320,1041354
2020,2,F0321,920635
2020,2,F0328,1046224
2020,2,F0365,556466
2020,2,F0367,880691
2020,2,F0369,822701
2020,2,F0371,1079247
2020,2,F0387,1223103
2020,2,F0469,2728576
2020,2,F0470,1985124
2020,2,F0607,1094598
2020,2,F0627,718643
2020,2,F0641,6689457
2020,2,F0642,5044631
2020,2,F0643,1933517
2020,2,T0270,477354
